logFC	AveExpr	t	P.Value	adj.P.Val	B
2:96288-96835	1.19925366337786	6.45851670000805	9.05645456048044	1.24484596031059e-08	1.26634784507959e-06	10.0198329725606
12:528903-530024	1.19064654423296	8.01876147254846	12.3236411782041	5.63210836644144e-11	2.80103522757688e-08	15.3284133463132
2:524160-525822	1.14945879411502	8.28206293301053	11.2820227969389	2.78014905747254e-10	7.77746698827944e-08	13.7718264670093
2:106819-108281	1.1440319184904	7.65957665723865	11.1228445692287	3.58256104666171e-10	8.90863513603211e-08	13.5234076512821
13:149956-150569	1.13040495484824	7.04831477536861	12.5953710650331	3.7772689613575e-11	2.64025322315387e-08	15.7156613312093
18:198726-199966	1.12994901386693	7.17267476374683	9.40411139428642	6.6155454945786e-09	7.8709927628455e-07	10.647306127259
5:748794-749331	1.12982953529642	7.0062568084981	11.5548430335637	1.81114342171232e-10	6.75556496298696e-08	14.1909465220417
4:617082-617731	1.11540542052625	7.17549095397426	10.3870262724415	1.19823580013379e-09	2.55395401971374e-07	12.336599996564
2:182204-182471	1.08918130249191	5.52702727239183	8.2936317540975	5.25872463742289e-08	4.44114178813299e-06	8.58578262399445
9:239210-239499	-1.06242098206488	4.50986745274127	-3.78462940187645	0.0011133338943455	0.0119108939649322	-1.32692685202286
2:11906-12116	1.06201938625715	4.48491354484881	9.0229330466113	1.3241417489647e-08	1.31707965963689e-06	9.95847838821983
6:736070-736912	1.05145177730243	7.16197970123802	9.48747897486207	5.69759826099617e-09	7.28641423320539e-07	10.7953973612828
7:657082-657503	1.03955575421984	5.25936829891259	8.92387460445104	1.59054629301452e-08	1.54767069728978e-06	9.77628668915174
2:222352-223179	1.0164067013015	6.83142879668514	10.0464877963905	2.13825447108435e-09	3.68108731252829e-07	11.7651742512351
12:305048-306826	1.0140354478483	8.20110486050192	10.0152973468432	2.25624256510898e-09	3.740348785714e-07	11.7121140108541
17:382266-382700	0.994550414725996	5.46399689470126	11.4854998834517	2.0181187016157e-10	6.948537929563e-08	14.0852059299522
20:23708-24845	0.988532417722252	6.41795914514947	9.50498375852883	5.52226131181946e-09	7.26989459755997e-07	10.8263766028047
14:182814-183775	0.987974682021103	6.77448749236694	10.2276985476144	1.56856731629136e-09	2.92537804488339e-07	12.0710361212894
12:298651-300123	0.981705708767118	8.03184738179457	8.47424023110394	3.71334527692811e-08	3.39202723663882e-06	8.93252544404339
9:137179-138475	0.976922542841714	7.12337642847396	9.63215291430695	4.40536765462357e-09	5.97528049154397e-07	11.0502365382108
6:615791-616182	0.973668648148291	5.68272229629895	8.35484735932523	4.67146510430173e-08	4.12228492347114e-06	8.7038136470284
3:522625-523021	0.968588028375405	5.11497954866997	9.40194003325406	6.64140970577243e-09	7.8709927628455e-07	10.6434368065438
3:314231-315374	0.96057548178782	7.70193810088013	10.3935282103524	1.18521122620492e-09	2.55395401971374e-07	12.3473710830021
7:219415-219639	0.944443014415831	4.90305355598366	7.54778525090192	2.31651386742484e-07	1.62011188603025e-05	7.10580668889349
2:381957-382794	0.931840614140508	8.48033669959604	9.08605666092051	1.17891780678651e-08	1.22717118678521e-06	10.0738883510882
9:502728-503728	0.92859598022743	6.00720010800505	10.3246798448911	1.330948975176e-09	2.70787618767627e-07	12.2330542834553
2:128172-128667	0.92760213368356	5.87737875393408	9.91314614505691	2.6923196014823e-09	4.15545604697751e-07	11.5374783301993
2:24267-24675	0.921297821229493	6.11912021331269	7.16416207125652	5.11291416083438e-07	3.01123733998614e-05	6.31445481612891
3:540497-541554	0.914430147634017	6.65988402966807	9.80282007764471	3.2629228564222e-09	4.71123958236961e-07	11.3473793520321
2:78066-79162	0.906326437550794	8.7571784046533	7.26550697349673	4.13999955111772e-07	2.60994901278914e-05	6.52548649574891
2:157650-158483	0.896122432901509	6.28806475083139	7.07421806332585	6.17341026455816e-07	3.58859536937173e-05	6.12598600796859
8:231554-231894	0.892603436248245	5.11923970714218	9.13211384277848	1.08345256490665e-08	1.1546508763148e-06	10.1577582552133
5:152907-153381	-0.887900779780525	7.11799424775129	-6.21880688197022	3.90957960704786e-06	0.0001715615521681	4.28004163686784
10:239199-239564	0.883652924141875	4.84805406818709	9.17703520643697	9.98048694179637e-09	1.14545280901232e-06	10.2392865770233
9:522670-523362	0.878995552951624	7.84505996650126	8.35202663159628	4.69697343827141e-08	4.12228492347114e-06	8.69838635647799
3:228870-229141	0.858372974047967	4.87720820237783	8.81586856331572	1.94520766488175e-08	1.81390614750223e-06	9.57612557853914
12:152439-153023	0.856157473993218	5.82385600930182	9.39852880355281	6.68225480313068e-09	7.8709927628455e-07	10.6373568129461
9:149071-149957	0.853618618985099	6.91036768335942	8.84680566374786	1.83594468098335e-08	1.74844433874074e-06	9.63362120101577
16:163884-165532	0.849909019101007	8.79742404479548	7.4146805043044	3.04200818747165e-07	2.0630346435035e-05	6.83353885747849
1:543983-544491	0.849451028275761	5.84908113805944	9.13637705325433	1.07503127832302e-08	1.1546508763148e-06	10.1655071855267
2:489968-490518	0.836826818052752	5.44109860502048	8.26310793079113	5.57960680793688e-08	4.62487408746768e-06	8.52673489370922
7:627587-628691	0.831897690030945	7.04461246333569	8.31970326798402	4.99978744085561e-08	4.30366318947494e-06	8.63611511939303
15:465168-465699	0.830692123860402	6.66256860697494	8.03692533104672	8.68722172593014e-08	6.82175516583567e-06	8.08515371966387
2:590823-591361	0.812576265851057	5.64766173497914	6.74324525643014	1.24671434927842e-06	6.26999261502269e-05	5.42305791436503
16:454888-455608	0.800885397301991	6.52271337120396	8.07071942022178	8.12765589069814e-08	6.49631924406516e-06	8.15158317378337
17:261256-262668	0.800204690051447	7.01702313701425	9.15669670922398	1.03581616435906e-08	1.1546508763148e-06	10.2024073790768
8:336457-337047	0.798230322576682	6.19261951286073	6.99354705494983	7.31715146949461e-07	4.19891922787922e-05	5.95601181574432
17:149882-150628	0.795754244357103	5.93489209133357	7.82266782300459	1.32968140539613e-07	1.00875491026324e-05	7.66027909177876
7:30509-31386	0.789584020895439	5.9654231824864	8.24800169317199	5.74584262420816e-08	4.6760711974465e-06	8.49746434343309
2:405919-406473	0.788044379173679	6.35398898915394	6.72290060414874	1.30237204265869e-06	6.47713029215588e-05	5.3793735483187
14:193800-194355	0.7769804578479	6.31801623296355	7.22240341157243	4.5280900683257e-07	2.77640152682546e-05	6.4359037467685
2:147102-147473	0.764967006913944	5.10068202902751	5.9283989486105	7.47131419232839e-06	0.000293347388814578	3.63271500778641
13:213024-214214	0.762937831669543	8.66659681099358	6.42352448664898	2.4920526863829e-06	0.000116191956502603	4.73034712129155
2:28598-28787	0.757731480671098	4.39348748123133	5.34790913523413	2.80548677487481e-05	0.000815880438607608	2.31222545703771
15:257922-258146	0.755085889255228	3.92458418257448	7.56886472853224	2.21917180585863e-07	1.57666873063861e-05	7.14869930602159
16:57650-59451	0.737039975260192	7.27213873368403	6.0763655496907	5.3646079052753e-06	0.000218290772581929	3.96374851792212
17:98288-98703	0.734013646689675	5.26467348997208	7.38123274827597	3.25879472900393e-07	2.17706943388382e-05	6.76473467682217
2:310016-310434	0.731080851840882	5.92454130135927	6.40267071010774	2.60840260632006e-06	0.0001191347965907	4.684712653562
9:207010-207449	0.727283902005361	5.6144415580433	7.29354003829101	3.90615647005206e-07	2.49770805142186e-05	6.58361081994145
2:1018351-1018624	0.725043958090367	4.99066408795193	7.47867714670069	2.66772091319497e-07	1.83703366268626e-05	6.96475196986172
1:1008056-1008597	0.722020776562349	5.7218373903846	5.46928951144647	2.12126996444523e-05	0.00066864819442654	2.59094159599437
8:460229-460570	0.71600669268416	4.90791797830883	6.26191900546002	3.5543039734243e-06	0.000157515490941061	4.37529804200715
1:447589-447983	0.714648301223801	4.71967339142627	6.98296789704181	7.48256183952313e-07	4.23948693591209e-05	5.93365613435559
7:690408-690992	0.714380484335383	5.54725384807575	7.82595607540427	1.32096183164422e-07	1.00875491026324e-05	7.66684812450729
17:18045-19109	0.710681762550523	7.61462165853165	7.68930653403751	1.73845104761603e-07	1.25504949824667e-05	7.39258824267566
2:306767-307494	0.706740662054322	7.05161925348018	7.21345632214514	4.61324207026631e-07	2.79038804142054e-05	6.41727688915383
7:605736-606024	0.703195142408089	5.10224797281525	5.06415536788895	5.42142326514473e-05	0.00142742885498752	1.65628278460234
4:370206-370345	0.700057781610318	3.6564282695379	5.37361959158965	2.64386638942701e-05	0.000794224561011766	2.37136449230597
2:373700-374142	0.696385228336967	5.6865993282107	6.76305621150576	1.19486576136382e-06	6.07752175893691e-05	5.46554395746491
2:61088-63329	0.694168177955607	8.35520555378045	6.53354429516388	1.96066861226805e-06	9.53907903099108e-05	4.97019782594376
15:349662-350017	0.691239432112429	4.99077882432841	6.15428040916467	4.51069277240857e-06	0.000190470385370762	4.13705517822476
18:271254-273267	0.684980093073383	8.33766551700255	6.35995202807427	2.8644751115347e-06	0.000128213905992293	4.59106197299249
5:510233-511404	0.684207478904224	8.37732739706828	6.15767316580269	4.47684296046354e-06	0.000190470385370762	4.14458558806449
9:8854-9901	0.683044826150656	6.76630666295425	7.78267324514844	1.4406259927096e-07	1.05708884317511e-05	7.58026003671911
8:393066-393927	0.673599594136223	6.42600825061734	7.79418659400871	1.40774074341735e-07	1.05017459458934e-05	7.60331822020965
2:133925-134666	0.668173316386023	5.66961583438557	5.88693974372037	8.20172712360962e-06	0.000313768637651937	3.53952567101022
1:442444-443843	0.666683073115061	8.16508106636461	4.5741601592767	0.000171476842829729	0.00339615198453924	0.513512232339802
1:1020984-1021186	0.666668127261083	3.91528676262345	7.25258526527612	4.252603586756e-07	2.64370189643331e-05	6.49865793694466
12:122584-122955	0.665182256796554	5.00257270180293	5.38773034961075	2.55922445713432e-05	0.000779257732662123	2.40379911041165
4:173751-174805	0.664095423799671	7.78487977912518	5.2550356454512	3.47787926265095e-05	0.000972936723726604	2.09816611714678
17:357572-358760	0.659917740731427	6.32745612540913	7.35505644666825	3.43953526649152e-07	2.26402350776707e-05	6.71078036724777
12:367938-368532	0.654369567558174	5.71990770599002	6.94597237146844	8.09191292816873e-07	4.47153114401027e-05	5.85535916122893
8:102769-103036	0.653286636943035	4.98213764210524	6.43612148539557	2.42436435000289e-06	0.000114225840322242	4.75788685666487
15:27527-27751	0.650850692984911	4.26427645774661	5.48460229127052	2.04797073931813e-05	0.000663595995537882	2.6260138320062
2:545229-546443	0.642546517789927	8.16541015785204	6.63574729496103	1.57129477832793e-06	7.72869827230311e-05	5.19162330209759
6:181536-182333	0.639262093926085	5.70757162798932	7.1932322058031	4.81185858941514e-07	2.87171720616296e-05	6.37513202430231
1:1081167-1081664	0.633260959980186	5.34301487750375	6.79106023474188	1.12533072341349e-06	5.93539929500638e-05	5.52551225740538
5:581310-582278	0.623379591203276	7.55192988307986	6.85652401734805	9.78555042066605e-07	5.27712333528931e-05	5.66529189449062
4:393997-394559	0.618687583729671	4.89761897496953	4.8713557521592	8.51346417161071e-05	0.00199509244147275	1.20776266731165
7:180679-181554	0.610155012319833	5.97211499105597	6.77394678575961	1.16731327306225e-06	6.00562552899613e-05	5.48887753794861
7:210951-212200	0.608166394515962	8.09260515676773	4.69575607148794	0.000128687892437255	0.00273607572550425	0.797854593902983
12:310129-311509	0.608064310609679	7.36242434321163	5.2067223994865	3.89032907987592e-05	0.0010748835161435	1.98655638241151
2:671768-672173	0.604450740753999	5.71335266344288	6.78258970742114	1.14591283823298e-06	5.96407658596604e-05	5.50738426147707
10:370847-371398	0.603861634773504	5.47129408002779	6.15794939499332	4.47409848452618e-06	0.000190470385370762	4.14519863424211
3:373556-374636	0.603823528921013	7.76157045503688	7.30756208514078	3.79434263040022e-07	2.46137356719875e-05	6.61264378742069
2:314780-315654	0.60159957553937	6.56332331226456	6.05123169548794	5.67406748017182e-06	0.00022880293730855	3.90769319447658
14:422872-423646	0.596229153172803	5.76328008909355	5.27892209808475	3.2906678434746e-05	0.000932217042240021	2.15328373754111
10:78080-78433	0.595908784984156	5.03316597328202	4.92597968500596	7.48964085499789e-05	0.00183712424534954	1.33502705848793
5:225660-226661	0.594385713760762	6.13559874243682	6.79030826981896	1.12714240410086e-06	5.93539929500638e-05	5.52390334180481
17:131731-132360	0.587707799856207	6.33875750943336	5.48985669426167	2.02341806790018e-05	0.000661081698680381	2.63804370149551
18:25562-25949	0.585754546699818	4.97399243464367	6.97588289228804	7.59548819241816e-07	4.24967564365796e-05	5.91867578448242
6:642116-643279	0.585749763415556	6.38103078416496	6.10394323601166	5.04488400127821e-06	0.000207164227428636	4.02517053689935
1:452928-453793	0.582777938652253	6.42371064891077	6.36069671315647	2.85979706463032e-06	0.000128213905992293	4.59269645812259
12:436051-437225	0.581027380765118	7.00345046869804	6.49492987477146	2.1324693631477e-06	0.000101541839036692	4.88619030068693
9:98550-99959	0.579064393536533	8.2094975926591	6.10590516611145	5.02289561697116e-06	0.000207164227428636	4.02953686298516
16:43428-43641	0.577070232231707	4.15420497346067	4.54086279261333	0.0001855211841279	0.0035792793972262	0.435608125100013
7:233267-233507	0.574377218409317	4.35999394132055	4.90528627371785	7.86196381042675e-05	0.00188182620403584	1.28683098990185
1:241250-242405	0.573364840613835	7.29868853558842	4.93498127899952	7.33330199105097e-05	0.00182354776177467	1.35598589923693
2:311330-311915	0.57225904835262	6.69341051786523	4.74910482847404	0.00011348609784629	0.00246584356291259	0.922497468292832
19:123199-123953	0.572117977731043	6.42098644764468	6.50635926194807	2.08006505000672e-06	0.000100111517890646	4.91107524657478
13:215645-216044	0.572042472700387	6.6086869149397	6.871153132227	9.4853958541997e-07	5.17763802968266e-05	5.69645029672857
3:434310-434813	0.567908488456434	5.90550478398063	6.41653158171426	2.53046260718895e-06	0.000116766501337915	4.71505055497653
2:760307-760801	0.567800933054148	6.78422637426849	5.72917527068965	1.17173325633235e-05	0.000419574244427487	3.18324089085816
2:366777-367342	0.567692602831038	6.39224046261473	5.99054234752542	6.49892882695906e-06	0.0002597250484774	3.77204295261686
2:1008504-1009678	0.567466867358029	8.21175998853473	5.80936445790316	9.77082966496716e-06	0.000358477324429451	3.36466044409778
3:479286-479738	0.567206817125414	5.46428668322463	5.82251874919904	9.4845979121079e-06	0.000350851737641281	3.39435693883377
18:218448-219243	0.565818344908019	6.90474560115153	5.31256123252485	3.04424957041648e-05	0.000873465453665652	2.23083234686063
10:412647-412912	0.56189534831157	4.32823727242401	5.4407687692141	2.26499955888768e-05	0.000704037362887587	2.52556348589986
20:11925-12224	0.561332512095744	4.58130764649628	5.34766089214064	2.80709534284119e-05	0.000815880438607608	2.31165419034026
17:184813-185189	0.559579116906713	4.81552859519364	5.40415523133812	2.46416762463581e-05	0.000755453033415747	2.44153221108064
7:527501-527925	0.558943387691318	5.10384924634126	4.40597053465589	0.000255310473332242	0.0044814497201377	0.119953390783667
1:295856-296261	0.558082109702175	5.46763415305939	5.74036602728982	1.1423512629004e-05	0.000412351955866304	3.20859837240582
8:65922-66312	0.556963631601649	5.63256449935997	5.8713590976944	8.4947553323674e-06	0.000322224787014208	3.50445633288467
2:790457-791169	0.554233501755178	6.61914880737421	5.51708205933191	1.90092069116363e-05	0.000630260815825809	2.70033635838537
12:64681-64940	0.553869183743185	4.08348849831803	3.78176587746418	0.0011208931288989	0.0119108939649322	-1.33353406294041
16:364318-364763	0.553625957194056	5.2520366051849	5.84448991639439	9.02548514670732e-06	0.000336650595972183	3.4439172971866
8:56105-56315	0.552288018497106	4.0681588912131	3.70019115282299	0.00135894448369213	0.0134869966940266	-1.52138512676236
8:322133-322515	0.552056566801476	5.90252067226557	4.91059463608778	7.76470297710545e-05	0.00186853820029699	1.29919636402884
1:307464-308445	0.547739712434106	6.01503373366299	4.78764395136583	0.000103644484451322	0.00232662118531715	1.01248504437358
7:165905-166575	0.546372213190575	5.28523493235034	5.01271379719289	6.11352229660315e-05	0.00156366433140547	1.53680337163884
9:649420-650617	0.539550152137291	6.76771082379992	6.20423576173411	4.03772556603722e-06	0.000175464656636724	4.24779626256439
1:577339-578230	0.538528063294782	6.12006353340614	5.01974857446233	6.01382533519312e-05	0.00154700472415657	1.55315140746472
8:542719-543125	0.537797344573323	5.23146961907191	4.83432325342739	9.28709344523513e-05	0.00215383576481204	1.12140947197571
2:144093-144366	0.536946726744505	4.89043840194844	5.05056872422815	5.59610575256682e-05	0.00146480522505784	1.62474098431161
2:59343-59731	0.536629022362869	5.84415539152903	4.89116534108842	8.12673777014947e-05	0.00192461789731159	1.25393120831943
1:769545-769867	0.535821519959494	4.02171031277453	2.8621350358771	0.00943809190788886	0.0433281019279082	-3.38497614109207
13:79972-80529	0.534957075080634	5.95921906420303	5.57408856488465	1.66832752770118e-05	0.000570033130838968	2.83055156549081
13:175252-175753	0.530128304098525	5.74771473001125	5.36049755565171	2.72513411173312e-05	0.000802480281849831	2.34118793822011
10:467829-468157	0.528514481979482	4.44984342127703	4.1027219425331	0.0005240731607842	0.00737298192571068	-0.588665429463384
17:19951-20438	0.52641266867735	5.32511239765506	5.53144723537202	1.8393600336345e-05	0.000614401157503583	2.73317755522267
4:800862-801391	0.52551209290404	5.47647637804202	4.47501426503374	0.000216798722880106	0.00400850887427592	0.281521208804671
6:311748-312293	0.525241498666301	5.70094829839371	4.99198846902959	6.41709112073265e-05	0.00161529870820841	1.48862421499932
7:103225-103976	0.524963858409	5.86913578748714	5.66250458219404	1.36351387113919e-05	0.000476803756813987	3.03190957803927
5:475992-476475	0.523421196971545	6.19361556636269	4.74640499871114	0.000114209948724341	0.00246958323908285	0.916191650588656
6:163785-164064	0.523379024059617	4.48465183273855	4.08922172538587	0.000541127243234699	0.00747557265653862	-0.620136219053736
15:225094-225308	0.52277059152976	4.54577070030453	4.61777159391869	0.000154688496832742	0.00311885455776285	0.615525863314009
14:341299-341587	0.521751285610808	4.66918626077241	5.4815932454454	2.06216785516162e-05	0.000663595995537882	2.61912357231036
17:158125-158871	0.521668883137471	5.71687349497077	5.53933901754502	1.80640939070486e-05	0.000607931461112402	2.75121151077107
9:110594-110982	0.521569969204006	4.80416257842162	5.31931277405694	2.99709910260484e-05	0.000865484876339308	2.24638622979925
2:320219-320605	0.520689299517678	6.57714445357504	5.44482178424104	2.24398462416885e-05	0.00070238287956502	2.53485849771461
7:42358-42735	0.519865000132154	4.94045978155672	5.47318937177328	2.10235209300122e-05	0.000667384962288898	2.59987575072148
5:157355-157768	0.519753006156444	4.84519180724165	5.36340967842379	2.70688184047835e-05	0.000802384312449079	2.34788611038279
3:746688-747033	0.519054178568032	4.92256827457327	5.91189763845478	7.75370888752772e-06	0.00030155508080426	3.59564685479754
11:13268-13681	0.517388923681898	4.90821975280466	4.75367148561999	0.000112272264585766	0.00246338557002886	0.933162994795826
7:701736-702027	0.514845525513443	4.58334342394267	4.88558193144235	8.23390310451561e-05	0.00193973422609536	1.24092017357238
10:97187-97405	0.514147509779598	4.18949584624754	4.42129071374986	0.000246210534916491	0.00437227913870381	0.155802191543877
8:253751-254982	0.513061262229468	7.12629472381934	5.18304543812446	4.11027895473842e-05	0.00112180540252495	1.93179913251388
10:372538-372778	0.51291209695015	4.80243863337451	5.86324004165567	8.651673279848e-06	0.000325419240341174	3.48617140017039
13:47654-48109	0.509494933874223	5.41553914164347	5.08198342772398	5.20056813126053e-05	0.0013855799378287	1.69765445528398
2:306028-306408	0.508865110614229	6.60700114583042	6.14335021917648	4.62153854442543e-06	0.000193327163783628	4.11278581198568
8:498497-499267	0.50885674592362	5.45341311456268	4.58259286385401	0.000168093272885537	0.00334393550860295	0.533239739245974
8:15993-16215	0.508644498215219	4.43790396292838	4.38276214916029	0.000269743677910152	0.00466167066535073	0.0656498956425402
10:251784-251958	0.506446559680786	4.00083255854456	5.59404502954693	1.59394302144223e-05	0.000548806843382723	2.876065314393
6:603291-604059	0.506183817362726	5.60335708328809	4.46667268901549	0.000221122422926171	0.0040384417493221	0.262000722590017
11:564182-565112	0.504613435822873	6.26792266834008	5.47876765795521	2.07559069203091e-05	0.000663595995537882	2.61265267779055
6:608691-609632	0.504520963701914	7.64296988319251	4.97679770117095	6.64925948332535e-05	0.00166268633784158	1.45329631368902
16:99996-100984	0.503236379288036	5.96342155069421	4.46337766620327	0.000222854135854012	0.0040384417493221	0.254289891525428
1:971769-972156	0.503146579147575	5.37439757063494	5.79747611086394	1.00371073879699e-05	0.000365252785923199	3.33780628838983
9:594716-594933	0.502798818520835	4.70610328494394	3.63228165346805	0.00159474913536841	0.0149332575939519	-1.67717096435395
3:279534-279849	0.501746565787633	4.71129076889297	3.74034643643689	0.00123609359574278	0.0127777250220432	-1.42900726040047
12:46592-46898	0.500959574115339	4.62557870050997	4.09765774826472	0.000530406653279455	0.00737298192571068	-0.600471814067387
16:70042-70251	0.500276679991918	4.07320168395573	4.2267693459844	0.000390472372588813	0.00600602865878876	-0.29911864517458
8:37979-38576	0.49966184554032	5.5414370337486	4.28284693561161	0.000341841512236749	0.00546458074561317	-0.16804935161863
20:54613-55976	0.497742164120864	7.25330982837719	5.69759039373229	1.25889511875213e-05	0.0004436861851602	3.11160365733745
4:500808-501398	0.497444223014813	7.36191518028539	5.02927472483604	5.88144212769318e-05	0.00153054273043922	1.57528469882665
14:231743-232258	0.497035989266532	5.14677286784791	5.50402115000823	1.95871420283573e-05	0.000644647409697996	2.67046077861529
4:452938-453210	0.496989261334906	4.63547149181458	5.9083917252177	7.81510039617833e-06	0.00030155508080426	3.58776742360544
17:301036-301557	0.49672320639919	5.9493036314445	4.77273135487717	0.000107346060492347	0.00236690131410711	0.977670489333124
7:327333-327666	0.49603886166218	4.97907586583543	5.94057600417752	7.26968661152742e-06	0.000287956790028289	3.66005011225768
17:153842-154244	0.494925254545151	5.02602249136196	4.66498897631793	0.000138373549647203	0.00285419358627134	0.725936668034663
1:624917-625141	0.493717899616683	4.67613699134822	3.94725782043776	0.000757662960127015	0.00931759979588644	-0.950429232342413
6:493573-493786	0.493547715089126	3.91665915677188	4.92522524090332	7.50289629384992e-05	0.00183712424534954	1.33327027309995
9:671468-671778	0.489845219369038	4.63834531131815	5.1393567100147	4.54986120134111e-05	0.00122681799621704	1.83066077274909
14:283884-284631	0.489533098129344	6.09032142504631	4.06963012329753	0.000566866361333757	0.00766943894061403	-0.665789996860489
16:206058-206935	0.488850669379111	6.66313991510703	5.70098938954899	1.249205585515e-05	0.0004436861851602	3.11931767183604
12:21764-22227	0.488829175526124	5.3597942169018	5.6371148991191	1.44472194548047e-05	0.000501284916896946	2.97416406526339
9:135927-136380	0.486831285349977	4.86019244934327	4.22498566606163	0.000392128020597735	0.00601083911025843	-0.303286123804234
11:219242-219443	0.486580873289338	4.17599069751072	3.86012003063086	0.000931303835969993	0.0107435978603136	-1.15245133917625
9:118142-118433	0.486235556865467	4.67826818496264	3.7961506359804	0.00108342698202595	0.0117990734100928	-1.30033463669799
5:71123-71492	0.485549792064776	4.82435458115796	4.40775983250845	0.000254230465588699	0.00448006127549219	0.124140217043026
16:122526-123627	0.484366375329695	6.47357033035598	5.56071098007699	1.72016389075912e-05	0.000583291937502867	2.80002112129239
17:110778-111158	0.483333481092711	4.90266412102295	4.10038475788545	0.000526986702198477	0.00737298192571068	-0.594114372620961
8:548513-549005	0.481202979963335	5.4546254233481	5.19405754731129	4.00645107577761e-05	0.00110017638129942	1.95727146956668
7:213967-214818	0.481078751458603	5.6680349157505	5.36856335839275	2.67488456590043e-05	0.000798185554464689	2.35973840325692
2:301797-302132	0.479472574862186	5.20304662877451	5.28267951710343	3.26216566034178e-05	0.000930028885075785	2.16195003126865
14:40769-41816	0.477246743547055	7.34890483229741	5.40911036884871	2.43620222435676e-05	0.000752030424566957	2.45291130311571
13:202777-203162	0.476790225545746	4.59484313106095	4.05244353680342	0.0005904498037872	0.00781909266790387	-0.705822201999799
2:501443-501923	0.476044249679575	5.80404318874013	5.22180906064681	3.75645453510429e-05	0.00104434102479048	2.02142649818266
4:95257-95484	0.475424745936869	4.28470646902082	3.67319904683834	0.00144823290695903	0.0140006274115521	-1.58337434337749
7:135373-135712	0.472348234633685	4.92678643593058	4.06879147480741	0.000567995031072346	0.00766943894061403	-0.667743816825939
2:940564-940845	0.472181262868497	4.44225906587085	3.89618087189256	0.000855103422118096	0.0101639869015346	-1.06892271906029
3:35983-36961	0.470407564795902	6.14168097538144	4.78635266870127	0.000103959838486021	0.00232662118531715	1.0094707533729
11:507436-510008	0.469830829512144	9.40377781615802	4.69269798304392	0.00012961916344511	0.00273667629990714	0.79070737024588
2:290055-290822	0.46899730944366	6.04123649462313	4.58438765871068	0.000167381849652997	0.00334393550860295	0.53743836832906
14:539111-539736	0.468489274367679	5.44706465520671	4.08788814529643	0.000542841662578841	0.00747618240523967	-0.623244465972623
2:952198-952527	0.467995237450916	4.82543392355436	5.07875042444387	5.23993020935026e-05	0.00138780636787289	1.6901533955632
14:376861-377042	0.46799095584294	4.01253004037546	3.85079488082717	0.000952082829806112	0.010926981400544	-1.1740328717393
6:701644-701708	0.467580585762718	2.79576634055856	2.92776514053559	0.00814137092237855	0.0395665323002893	-3.24505798741263
4:22611-22867	0.467434154565495	4.37112210724089	3.62747081903718	0.00161290925975405	0.0150091098683142	-1.68818482348539
14:223007-223334	0.466542546136119	4.51687302061633	4.62696046192407	0.000151368139896517	0.00306571852568693	0.637016066435785
2:981927-982860	0.46537234088377	6.09305654242782	4.54653217893827	0.000183050584097611	0.00356232354096047	0.448873297452581
