logFC	AveExpr	t	P.Value	adj.P.Val	B
2:11906-12116	0.793944493384638	4.48491354484881	6.74536463197929	1.24105874434312e-06	8.29101334280571e-05	5.48422274907144
16:163884-165532	0.789395892497259	8.79742404479548	6.88675870326514	9.17563538045736e-07	7.20528841454862e-05	5.78431793338463
8:322133-322515	0.769609505440619	5.90252067226557	6.84574831016894	1.00128816315729e-06	7.46960969715336e-05	5.69755477248976
12:305048-306826	0.755133748786704	8.20110486050192	7.45820971720769	2.78195767327782e-07	3.05295032526711e-05	6.969229476586
14:182814-183775	0.750854469769164	6.77448749236694	7.77298579576742	1.46891059656473e-07	1.77910507430313e-05	7.60241054830164
2:281674-282291	0.747290402100899	7.59761036958521	6.49649625964305	2.12520796773987e-06	0.000137861316863821	4.94957161043506
2:605411-605870	-0.74619957314151	6.83534457392537	-5.73218030797058	1.16376835186346e-05	0.000598738752062165	3.2595860360172
1:442444-443843	0.738035467082842	8.16508106636461	5.06371402815092	5.42700968923733e-05	0.00222855920816755	1.73223550262647
6:378240-378657	0.736383328889387	5.65878921700923	6.87734079291886	9.36130679628588e-07	7.22434641727166e-05	5.76441318506902
12:367938-368532	0.73222530001367	5.71990770599002	7.77239186498842	1.47066326517462e-07	1.77910507430313e-05	7.60122900843019
7:627587-628691	0.731043324768924	7.04461246333569	7.31107155483468	3.76687759353768e-07	3.74678757970548e-05	6.6684754053089
2:306767-307494	0.729320393401362	7.05161925348018	7.44391979281087	2.86469869663133e-07	3.05295032526711e-05	6.94015366795248
8:102769-103036	0.723600966078952	4.98213764210524	7.12885196370522	5.50487679386614e-07	4.92796570586897e-05	6.29182345087134
9:522670-523362	0.71463249123612	7.84505996650126	6.79028418126316	1.12720048932401e-06	7.76207598494501e-05	5.57985156188507
2:61088-63329	0.699708768893396	8.35520555378045	6.58569260369056	1.75094599471584e-06	0.00011525344518159	5.14212811669792
1:543983-544491	0.692194675537645	5.84908113805944	7.44498663190026	2.85843469865795e-07	3.05295032526711e-05	6.94232536387289
3:540497-541554	0.692120892135089	6.65988402966807	7.41963352272882	3.0111942683915e-07	3.1344431500745e-05	6.8906724285768
2:545229-546443	0.690583012543285	8.16541015785204	7.13183284097782	5.47062170850253e-07	4.92796570586897e-05	6.29802208979856
2:489968-490518	0.689971405004811	5.44109860502048	6.81300845733048	1.07375067539314e-06	7.61061281407443e-05	5.62812597327479
7:657082-657503	0.689559712622112	5.25936829891259	5.91939814939421	7.6240197510669e-06	0.000426563905072193	3.67979443853897
13:79972-80529	0.683219104790365	5.95921906420303	7.11893341862743	5.62045675626101e-07	4.93277734137731e-05	6.27118930426511
17:18045-19109	0.681570183481106	7.61462165853165	7.37433031408884	3.30548161920512e-07	3.36257630171866e-05	6.79814973972679
2:671768-672173	0.678350540632493	5.71335266344288	7.61182522363726	2.03364142689351e-07	2.39541553336194e-05	7.27997727286702
16:454888-455608	0.669991361325224	6.52271337120396	6.75166797827052	1.22439355271595e-06	8.29101334280571e-05	5.49765817002129
2:311330-311915	0.669317747656032	6.69341051786523	5.55458259039701	1.74445633794424e-05	0.000839589953617035	2.85762618288421
14:193800-194355	0.655880410400292	6.31801623296355	6.0967207936984	5.12668292835375e-06	0.000294192728042454	4.07420450766455
2:90776-91650	0.63942960958579	8.89016999814658	5.04617983199176	5.65374484860673e-05	0.00227983440922196	1.69171030063728
9:515402-516528	0.637420644224033	7.73342845885045	6.80675157870137	1.08820201094898e-06	7.61061281407443e-05	5.61484107312406
2:373700-374142	0.635995824870415	5.6865993282107	6.17657488823167	4.29296646624548e-06	0.00025283313030151	4.250622855929
13:213024-214214	0.635607052840378	8.66659681099358	5.35146809914047	2.7825282203858e-05	0.00122103885435753	2.39429521617766
6:701644-701708	0.634264244182561	2.79576634055856	3.97145818399786	0.000715434696588556	0.0188369747172375	-0.806981421329719
2:222352-223179	0.628400545567366	6.83142879668514	6.21131128337075	3.97497052225792e-06	0.000237226240768353	4.32712601384605
9:8854-9901	0.626471726562783	6.76630666295425	7.13807433787183	5.39960651465331e-07	4.92796570586897e-05	6.3109970999138
17:382266-382700	0.624719107249973	5.46399689470126	7.21452741587409	4.6029617717557e-07	4.38358657242096e-05	6.46949177979511
13:329674-329861	0.621125457006536	3.99141083010939	5.82485256207168	9.43471733922408e-06	0.000502735652504369	3.46805818135993
2:28598-28787	0.615301929330745	4.39348748123133	4.34267137202841	0.000296632938956113	0.00976271349093794	0.0558764179263038
17:261256-262668	0.609222474194715	7.01702313701425	6.97129808660004	7.66949839517898e-07	6.24157723942202e-05	5.96245189184156
1:241250-242405	0.604579970494965	7.29868853558842	5.20365154036398	3.91816743475426e-05	0.00163903901289347	2.0549480629245
3:522625-523021	0.603677556963879	5.11497954866997	5.85980832275567	8.71888673093033e-06	0.000475923622044441	3.54645583330904
5:475992-476475	0.592723983659191	6.19361556636269	5.37484552626726	2.63640102439627e-05	0.00118005309851977	2.44780460134005
20:23708-24845	0.592665434062858	6.41795914514947	5.69862477346867	1.25593831123312e-05	0.000638815895577208	3.18388029850594
2:1008504-1009678	0.590539463587149	8.21175998853473	6.04556700680093	5.74630302895736e-06	0.000325575346298901	3.96079698388721
2:79643-80730	0.579729583542009	6.94992706941489	6.0999063149398	5.09043861947123e-06	0.000294192728042454	4.08125663800812
12:152439-153023	0.575625213906567	5.82385600930182	6.31896621508087	3.13443789799735e-06	0.000197602028611777	4.56328859202366
7:690408-690992	0.572827155219572	5.54725384807575	6.27525562896331	3.45124234351523e-06	0.000211613160679098	4.46757265458334
13:215645-216044	0.570597364838839	6.6086869149397	6.85379505501569	9.84261533423825e-07	7.4670417349238e-05	5.71459671845962
2:306028-306408	0.563939852398317	6.60700114583042	6.80824828342373	1.08472700430737e-06	7.61061281407443e-05	5.61801942651947
2:320219-320605	0.561714582635369	6.57714445357504	5.87382110385597	8.44774921676634e-06	0.000466816364126496	3.57784600678138
12:436051-437225	0.55655846995168	7.00345046869804	6.22140772227662	3.88714870503359e-06	0.000235119967617978	4.3493349133939
8:393066-393927	0.554731136674537	6.42600825061734	6.41876572727493	2.51812549298744e-06	0.000161016138665882	4.78093152671093
6:642116-643279	0.553585286559571	6.38103078416496	5.76876573666429	1.07111779175428e-05	0.00055747944603397	3.34199517599086
9:98550-99959	0.55242678750217	8.2094975926591	5.82502673857643	9.43100543529353e-06	0.000502735652504369	3.46844914549419
5:510233-511404	0.55147507254258	8.37732739706828	4.96311917145806	6.86559274697736e-05	0.00262652932781801	1.49949629457403
1:1008056-1008597	0.550011815248794	5.7218373903846	4.1663258869561	0.000450674761758071	0.01327118574756	-0.35469952258583
8:660074-661208	0.549464129427633	7.7166594359542	5.49463404014885	2.00135498157201e-05	0.000942954199738561	2.72125839355122
17:98288-98703	0.545736811290126	5.26467348997208	5.48792306737237	2.03241840697489e-05	0.000947615082252042	2.70597208377292
2:147102-147473	0.543612462676812	5.10068202902751	4.21292882314769	0.000403505249487904	0.0126299964804745	-0.246279449931748
1:307464-308445	0.543410993956829	6.01503373366299	4.74980779969662	0.000113298385929087	0.00412295589771216	1.00430866241315
12:49830-51653	0.537515098696264	8.41711960338831	6.28960237048098	3.34379156580347e-06	0.000207872375674116	4.49901472781364
3:463134-463515	0.534992687942855	5.36748552189412	5.4166357855714	2.39434762133154e-05	0.00108253534879596	2.54334532181813
1:295856-296261	0.532491691072089	5.46763415305939	5.47714603300141	2.08333433061715e-05	0.000961340666375502	2.68141554792805
2:366777-367342	0.531295987096081	6.39224046261473	5.60646922982133	1.54935114763999e-05	0.000753793014873544	2.97538233587649
16:43428-43641	0.530930465409818	4.15420497346067	4.17779719206916	0.000438575532629098	0.0130870938936523	-0.328019041249854
14:283884-284631	0.530732201302909	6.09032142504631	4.41213017481331	0.000251611813480554	0.00863970787267179	0.217751184764848
2:1018351-1018624	0.529861526103213	4.99066408795193	5.46541108572365	2.14025590648596e-05	0.000977529126268488	2.65466444912743
12:121385-121688	0.518883107772652	4.92004252121721	5.78407650692233	1.03461404284957e-05	0.00054481558303467	3.37644134670538
2:501443-501923	0.516898732854484	5.80404318874013	5.66994872529853	1.34059873726503e-05	0.000674215724494188	3.11909262195534
12:46592-46898	0.51429569082805	4.62557870050997	4.2067420832155	0.000409470938283247	0.0126567496025842	-0.260676912708442
4:500808-501398	0.511377972386563	7.36191518028539	5.17014811384202	4.23536349148242e-05	0.00175532286924771	1.97780609562292
6:608691-609632	0.510862675591746	7.64296988319251	5.0393548978496	5.74457496794545e-05	0.00229577835326105	1.67593143085973
4:173751-174805	0.510446048644482	7.78487977912518	4.03919690540683	0.000609292604975426	0.0170333711265489	-0.649995950443883
7:30509-31386	0.510208129877936	5.9654231824864	5.32963865496033	2.92641927615671e-05	0.00125948583462283	2.34428850691885
5:581310-582278	0.509934172606425	7.55192988307986	5.60874297311145	1.54132922073984e-05	0.000753793014873544	2.98053665469492
16:57650-59451	0.509315657372477	7.27213873368403	4.19894200892382	0.000417118280794089	0.0127082344857325	-0.278827082665448
3:228870-229141	0.50887764344728	4.87720820237783	5.22639756268744	3.71667324424047e-05	0.00158436470868765	2.10727504407218
1:452928-453793	0.506033778878054	6.42371064891077	5.52307693990527	1.87497875282693e-05	0.000892809031665249	2.7860002450512
2:590823-591361	0.503989777240387	5.64766173497914	4.18240947648903	0.000433802846756487	0.0130870938936523	-0.31729021929057
2:383277-383936	0.500652441520669	6.99744325152663	4.94188178687777	7.21569560817629e-05	0.0027370723340845	1.45028924330046
1:447589-447983	0.496318917290453	4.71967339142627	4.84962891564816	8.95907699936577e-05	0.00334173572076343	1.23628178594841
20:54613-55976	0.490555977439689	7.25330982837719	5.61533104109226	1.51832448321319e-05	0.000753793014873544	2.99546822355134
2:59343-59731	0.489666147204584	5.84415539152903	4.46311695436374	0.000222991734888644	0.00779774222938727	0.336593509020987
2:133925-134666	0.487898119124065	5.66961583438557	4.29862545827632	0.000329286694659016	0.0105277660378125	-0.0467419284621968
3:479286-479738	0.486058313603359	5.46428668322463	4.98950922082072	6.45441409824853e-05	0.00255663340741243	1.56060860161453
10:297493-298533	0.485204660191194	6.5308236752094	5.36399172139324	2.70324872344318e-05	0.00119799418674571	2.42296659544196
2:867925-868510	0.481755026102581	7.31065794072392	4.97374590804063	6.69691887458984e-05	0.00258408697264346	1.52410951662352
9:502728-503728	0.480618338271785	6.00720010800505	5.34379921505196	2.83223948589754e-05	0.00123078679018227	2.37673182693807
9:97685-97954	0.472656444699888	5.16505951628375	4.13172905988031	0.000489224125491113	0.0141816460877689	-0.435135160919509
2:771976-772181	0.466104204689803	4.19938492534476	3.56506496818445	0.00186780002327067	0.0403877918075338	-1.74033024800245
17:149882-150628	0.465402022863305	5.93489209133357	4.57513793338968	0.000171081026080599	0.00612606938189408	0.597660605668175
7:84276-85850	0.461689149192047	8.95482318981222	4.13011743571558	0.000491098110724795	0.0141816460877689	-0.438880882781787
14:40769-41816	0.460479002610826	7.34890483229741	5.21906494143264	3.78045194463868e-05	0.00159634933058516	2.09041055325293
20:11925-12224	0.459981175390097	4.58130764649628	4.38211450388063	0.000270157990207733	0.00909193356518656	0.147793944520943
8:460229-460570	0.458189695934787	4.90791797830883	4.00715076324798	0.000657393858371258	0.017902916729201	-0.724299200440124
12:386876-387346	0.457707653150305	5.69735464503859	5.05765954133698	5.50423880251323e-05	0.0022397248072772	1.71824442917596
2:98392-100111	0.456026356968582	9.04697642228162	4.42816651612815	0.000242233069324821	0.00840492417285192	0.255128886378154
7:135373-135712	0.455774910802528	4.92678643593058	3.92602943237969	0.000796742136162732	0.0201481231721152	-0.912090765710055
2:389717-390219	0.447495350187109	5.786570784459	4.30478024849357	0.000324515660802082	0.0104498712068354	-0.0324044822373812
12:310129-311509	0.445332727917601	7.36242434321163	3.81328726125715	0.00104041097919001	0.0247613589013229	-1.17223388359584
2:338035-338604	0.438271455083878	5.90539817949089	3.93787041194976	0.000774703257565248	0.0198245080471873	-0.884708516543417
9:649420-650617	0.433500608908697	6.76771082379992	4.98478217431859	6.52618651711489e-05	0.00256238691671985	1.54966481436248
1:971769-972156	0.43209608079447	5.37439757063494	4.97880102901212	6.61816080531463e-05	0.00257590328387724	1.53581585007861
8:65922-66312	0.429524804126627	5.63256449935997	4.52793364468362	0.000191281771448038	0.00674155282678284	0.487663227721388
2:301797-302132	0.427790749796519	5.20304662877451	4.71326526278577	0.00012348440816186	0.00445738879784261	0.919299803908769
8:231554-231894	0.42587730071939	5.11923970714218	4.35709726770875	0.000286660687799243	0.00950439435992158	0.089492217893369
10:372538-372778	0.425032203420861	4.80243863337451	4.85866067286874	8.7710402433826e-05	0.00329909043104038	1.25725088645939
15:452452-453351	0.424075521889581	7.39485819840922	3.27387936921406	0.00368546457060445	0.0665166912017157	-2.39523910542149
3:52073-54055	0.421927386628863	7.47063732378435	4.80865060441315	9.86479802982559e-05	0.00361924885094257	1.14109915021092
10:370847-371398	0.417742102904465	5.47129408002779	4.25997377827895	0.000360898243158932	0.0113759192702773	-0.136762023828521
1:577339-578230	0.417724263865347	6.12006353340614	3.89370753536498	0.000860125916114997	0.0212702961355289	-0.986780160587659
8:56105-56315	0.41709372898247	4.0681588912131	2.79442333382247	0.0109819520644687	0.140436962530025	-3.43232519528209
16:119241-120504	0.416305207137499	7.05820097786946	4.31191477282688	0.000319071837223646	0.0103490256769061	-0.0157838857728336
5:346973-347239	0.416160779566617	4.39281513413385	3.44562093808244	0.00247104793865513	0.0485105726904402	-2.01073968453419
7:118906-120072	0.414657679854805	7.64197724154957	4.29210989979851	0.0003344140425422	0.0106158670526162	-0.061918972075695
1:1081167-1081664	0.410933515443369	5.34301487750375	4.40683135738775	0.0002547903125989	0.00863970787267179	0.205400876226372
18:218448-219243	0.410351240376351	6.90474560115153	3.85285509202831	0.000947452855605905	0.0230478205526741	-1.08105962666132
15:27527-27751	0.409571183603821	4.26427645774661	3.45138305335411	0.00243798570446659	0.0480723524810241	-1.99774700654197
9:594716-594933	0.409375065909604	4.70610328494394	2.95737676087859	0.00761396617169813	0.107508241591548	-3.08690632194538
15:26975-27226	0.4091543150261	4.37886315754679	3.99009283728137	0.000684522499712033	0.0184573657151269	-0.763824440826316
4:314051-315355	0.408651603074603	9.12939751843607	3.63916262581813	0.00156912478264028	0.0347693194410787	-1.57153180179146
14:437694-438646	0.408019683937344	6.81524583332116	4.40761854320232	0.000254315579678231	0.00863970787267179	0.207235613834315
8:336457-337047	0.407480977015319	6.19261951286073	3.57006907173688	0.00184597514968106	0.0401096348056913	-1.72895444011712
18:25562-25949	0.40687960730534	4.97399243464367	4.84562093083806	9.0438226963033e-05	0.00334546697426889	1.22697529043974
11:507436-510008	0.406561882281455	9.40377781615802	4.06076401360419	0.000578912651887882	0.0162969372946551	-0.599956242685611
4:50838-51100	0.406504299367596	4.44063483565164	3.82266179908061	0.001017600475734	0.0243571108523282	-1.15064568007119
7:120925-121361	0.406061406798791	5.53501935023149	4.37489239272017	0.000274821646787095	0.0091798633658137	0.130962451509145
13:47654-48109	0.401756144214508	5.41553914164347	4.0073373278888	0.000657103150749563	0.017902916729201	-0.723866806044486
3:434310-434813	0.401299686584025	5.90550478398063	4.53409689243615	0.000188513608660819	0.00669672152671291	0.502026517150323
2:332241-332652	0.401103048277871	5.63874716062579	3.0225074368528	0.00656710549751887	0.0993052844827515	-2.94665021825448
7:666393-666956	0.400030825289909	6.72191536680868	4.17335589951014	0.00044322090950795	0.0131381244434277	-0.338349380799813
6:493573-493786	0.399504363516744	3.91665915677188	3.98674518164543	0.000689976044490161	0.0184930106295686	-0.77157915361265
2:1011737-1012163	0.397030526873074	4.91878759801778	3.73539492082565	0.00125062697502392	0.0287066991805491	-1.35127022391318
1:861823-862192	0.396541123153185	4.6865378945505	4.20618200116581	0.000410015346821874	0.0126567496025842	-0.261980246468924
12:133467-134216	0.395289002055192	5.9289736410856	4.03685630908495	0.000612683813979976	0.0170333711265489	-0.655424992682968
18:271254-273267	0.395163460374555	8.33766551700255	3.6690418840548	0.00146249036237981	0.0327305343100601	-1.50326155109985
1:929748-930165	0.395135153436723	4.71437933743749	3.41143831602071	0.00267641857409351	0.0516364204208731	-2.08769993663753
2:790457-791169	0.393805369686858	6.61914880737421	3.92011044638667	0.000807991437993169	0.0203178071711091	-0.925774444413249
7:527501-527925	0.392891831210286	5.10384924634126	3.09703964612516	0.00553924516297151	0.0885487905337874	-2.78474970765683
15:445399-446300	0.392553118808883	6.03999764481095	3.93215113973845	0.000785271412349741	0.0199708797822582	-0.89793563565364
4:393997-394559	0.390298766140991	4.89761897496953	3.07309244520462	0.00585124486372446	0.0918953403860725	-2.83692503444217
15:475425-476046	0.390014039950088	5.5973673080731	3.9803949605252	0.000700440142376153	0.0185513022324004	-0.786287160868497
17:255569-255834	0.387875937014798	4.44008936116375	3.17714041433493	0.00460841424703082	0.0758355226827572	-2.60920552038287
2:438418-438666	0.387323264507426	5.16797971350189	3.82791074914348	0.00100504590994843	0.0241859435103719	-1.13855450006067
5:152907-153381	-0.386866347483626	7.11799424775129	-2.70959003406726	0.013257290288205	0.157651841502822	-3.60873899892465
3:717062-717529	0.386686534439378	6.2122988286086	4.16112505752255	0.000456269705127838	0.0133481254911909	-0.366794210774116
13:55407-56007	0.385603015448813	5.58412489747405	4.11881016361539	0.000504449371205766	0.014381626659344	-0.465157933292701
6:652344-653606	0.384516073280835	8.76185951129263	3.38517188662834	0.00284550631090978	0.0539681620662381	-2.14669827804139
17:206991-207511	0.383576041455377	5.74690756858022	3.98407984035916	0.000694348983124029	0.0184994407646616	-0.777752785179736
5:157355-157768	0.381793255967855	4.84519180724165	3.93978220416213	0.000771202270773142	0.0198245080471873	-0.880286521578496
2:1021862-1022731	0.379800070527203	6.03901746474758	4.17807452946638	0.000438287071866414	0.0130870938936523	-0.327373937203801
7:103225-103976	0.37957434291453	5.86913578748714	4.09426557963588	0.000534691727513589	0.0151473428629799	-0.522177128133195
8:249530-249783	0.37851170013516	4.36995658945043	3.91219870255678	0.000823275104562978	0.0205864769163346	-0.944060827069131
7:180679-181554	0.378192449842998	5.97211499105597	4.19869619733558	0.0004173615883384	0.0127082344857325	-0.279399034626984
5:54331-55050	0.378081863354872	6.44713443580163	3.80140038239423	0.00107006510833628	0.0250764996068754	-1.1995955656399
15:448531-448766	-0.377843999754463	4.38648882965192	-3.55254625186202	0.00192351827287438	0.0411194952170942	-1.76877324599293
14:313827-314275	0.376672209787275	4.93307397874668	2.89384247927508	0.00878867342343675	0.121413895812663	-3.22255308663547
18:251190-252295	0.375961190253266	7.27750487251801	3.2984581491399	0.00348130521388029	0.0638619759726564	-2.34055871105224
10:239199-239564	0.373916339571165	4.84805406818709	3.88324795715347	0.000881691866982327	0.0215653158284858	-1.01093222172033
2:498485-499461	0.373910903049723	6.44407442195364	3.52582904043511	0.00204796000270043	0.042834901738725	-1.82939891743525
5:538425-539577	0.373510066737789	7.07452618979561	3.937661445045	0.000775086887457053	0.0198245080471873	-0.885191842792273
2:689481-690350	0.373415388242702	7.41248336651145	2.65147135628868	0.0150670442306209	0.171603282382339	-3.72812977388838
8:206485-207953	0.373168172065638	8.35722852758688	3.5532990720858	0.00192012186267109	0.0411194952170942	-1.76706345086989
13:8707-9290	0.372149468883784	5.06632505219728	3.08398809557546	0.00570723733278739	0.0902671176733441	-2.81320399113259
7:117597-117924	0.371851550457556	4.59322923618086	2.46576861662243	0.0225369787950932	0.217404131652667	-4.10086896020762
8:502996-503290	-0.37125796527919	4.65646510351591	-3.50773908906978	0.00213668044405022	0.044072726578658	-1.87038691570304
4:800862-801391	0.371022368517366	5.47647637804202	3.1594523022042	0.00479991169396876	0.0784102362854167	-2.64810133872879
9:463961-464773	0.369381943235192	8.0472914242169	2.77588460380042	0.0114449553995574	0.144284743035422	-3.47108705564788
2:184763-185092	0.367971774419511	5.68594079248225	4.12141680791167	0.000501339719792187	0.014381626659344	-0.459100837549651
16:132720-133678	0.36622599966142	7.59085319240561	3.24169420986441	0.00397052806815804	0.0705342439508188	-2.46665170356885
8:672180-672594	0.365726146816929	5.31987504980878	3.81120204618336	0.00104555335843388	0.0247613589013229	-1.1770346969569
13:105832-106171	0.365220974068899	4.7638670701065	3.5512900646965	0.00192919883726313	0.0411194952170942	-1.77162609750266
8:37979-38576	0.36285875501291	5.5414370337486	3.11024049732346	0.00537420371560882	0.086218407996649	-2.7559265580036
13:97646-98698	0.362070298380848	8.23989724266728	3.46434455636149	0.00236519273994385	0.0472616192142351	-1.96850062311403
20:37859-38373	0.360588299295637	5.88901590187554	3.89105965121506	0.000865535354325045	0.0212864628898841	-0.992895200540368
1:1043414-1043673	0.359979505663751	4.73749660534929	3.23206844061581	0.0040598780693856	0.0708500366387285	-2.48796656730932
17:19951-20438	0.359769258304434	5.32511239765506	3.78038901347118	0.00112454591008989	0.026080142453691	-1.24792643996086
7:629191-629910	0.35955071425779	5.83937768766133	3.83336337634359	0.000992166917864846	0.0240050763479084	-1.12599143319063
7:210951-212200	0.358835259878397	8.09260515676773	2.77062801468836	0.0115795846543132	0.144373874408652	-3.482056839846
1:381979-382460	0.358284200314603	5.33236785777916	3.54350113326997	0.00196479136359101	0.0413155398792899	-1.78930991858904
15:322513-323360	0.358241010521325	7.21715060180589	3.45786590818393	0.00240130671677377	0.0477699949523528	-1.98312254632882
11:219242-219443	0.358202600727042	4.17599069751072	2.84167568022823	0.00988124274887105	0.13008365454102	-3.33301576114866
3:373556-374636	0.357908263643123	7.76157045503688	4.33145899768207	0.000304623604575282	0.00995252010276616	0.0297508302168081
11:287739-287948	0.356777543350809	4.31127166066126	2.59136004080125	0.0171829474515208	0.188046143748183	-3.85028656205696
16:491184-491316	0.356554135804713	3.45175632778085	2.62516613378717	0.0159607995891806	0.179498841610986	-3.78175644122847
14:422872-423646	0.355733965961231	5.76328008909355	3.14961434535524	0.00490974006106449	0.0799127145939078	-2.66970313020367
2:103790-104382	0.354798179357386	6.81677285174643	3.22952107677747	0.00408384929687041	0.0708500366387285	-2.49360397780092
17:131731-132360	0.354364409218337	6.33875750943336	3.31016505928855	0.00338798530538698	0.0631859259454672	-2.31447138384142
2:314780-315654	0.352258805956998	6.56332331226456	3.54322000594933	0.00196608802374637	0.0413155398792899	-1.78994801723231
11:289472-289566	0.350261869261628	3.24026678675597	1.88168788920138	0.0740639569865575	0.398449845519028	-5.16692891580229
17:357572-358760	0.349684118775807	6.32745612540913	3.89737428372339	0.000852690450208653	0.0212035691951885	-0.978311208504398
15:195271-195775	0.348957831325755	5.1982378354378	3.94168059438017	0.000767741403574154	0.0198245080471873	-0.875895259649754
