logFC	AveExpr	t	P.Value	adj.P.Val	B
16:482132-484446	-0.676123343226815	11.1699798123301	-3.71431262901422	0.00265236078796515	0.043438678525369	-1.64147838729604
4:800150-800298	0.659135359834686	3.87869937207261	3.17567575152171	0.00740605914021474	0.0657209953955191	-2.63943856304987
16:487265-487483	0.658538196523001	4.21346989147549	1.9665409668124	0.0712430241447765	0.232918369959393	-4.76073000119638
19:96763-98581	-0.656904854647074	9.26907747228934	-5.77890218239402	6.72741866418484e-05	0.00716222041909505	1.96556796310679
13:376177-376928	0.655725180634342	5.75857313942373	3.23960366082805	0.00655314085478943	0.0634243225003558	-2.52120657341592
7:150433-150481	-0.650440092337921	2.82191455506869	-1.00175494536	0.334976491487994	0.533881983480346	-6.03039469438726
12:313892-334251	-0.637317028226246	12.6680144930996	-6.85361344474614	1.24481667152559e-05	0.00314694757868604	3.60593795639597
15:298677-306370	0.636842004955765	10.9773757877935	3.59036312812039	0.0033553776118928	0.0486542911294832	-1.87097130862975
16:176744-177194	-0.632793825218396	7.29079116761492	-3.58910481704662	0.00336341217088283	0.0486542911294832	-1.87330326939365
2:556153-556550	-0.630453971328517	8.26971071664081	-3.53953144821794	0.0036959949369175	0.05068793056344	-1.9651992768242
3:175346-175732	0.625873309527811	5.07535857111811	2.52887428019756	0.0253786861569306	0.134170519683342	-3.81345267595673
18:336123-336132	0.623192660940297	2.6261103050972	1.61554311522162	0.13049797857885	0.321976320979593	-5.28831208554421
19:117744-119562	-0.620167481101412	9.06783830431891	-5.36871827443994	0.000133614675387648	0.011758091434113	1.2931843623076
4:110013-110145	0.619541799862494	3.64181494153305	1.68195669458044	0.116733709367036	0.310505786124911	-5.19331972458715
16:20744-21051	0.61628713985479	4.66885592455752	3.12946137256032	0.00809110170980683	0.0694650683378538	-2.72478233575417
3:889787-890663	0.615189943908494	6.05274146228779	4.50749178263542	0.000608014558358354	0.0221401163319456	-0.196330706245107
8:315836-316320	0.609627817705723	5.1520401951768	2.34006519651059	0.0361161177401059	0.166188116301013	-4.14226516854264
3:338398-342715	-0.609586236110472	10.4332322822725	-5.12440476053354	0.000203315093990357	0.0138302333789197	0.880915456680609
5:651701-652054	0.601767961070585	4.7810867757371	2.91383879206474	0.0122217032642199	0.087203504371731	-3.1208905669007
4:413550-414143	0.60108087029644	5.70574058242812	2.35568408112694	0.0350840847918909	0.164136819947906	-4.11541504916966
5:211846-212056	0.600911281082081	3.96875596521212	2.21879979730863	0.0451693467629896	0.18779067000676	-4.34828525670667
19:0-42832	-0.596087207926193	16.5534969595406	-3.36882347707215	0.00511839595787265	0.0581336492389243	-2.28179131671056
2:220001-222649	-0.595178669797583	10.1269042309504	-5.26554925234257	0.000159370463304194	0.0120210863749449	1.1201409464565
2:400038-401182	0.591811761200451	6.66222336873838	3.91889996223926	0.00180360991710632	0.0362092326885602	-1.26411935027574
2:6983-10370	-0.58960402332219	11.9660212516655	-3.42411716587982	0.00460549078995765	0.0559011295884515	-2.179248723064
8:155471-155848	0.588111736823343	5.02324520346787	2.01915260707523	0.0648635025800869	0.225315324751881	-4.67672054697078
19:131826-185428	-0.581234071701175	16.6342561710354	-3.51755662677471	0.00385391573742832	0.0511616732757991	-2.00594709110705
12:268141-268551	-0.58110323299373	4.81258577179412	-1.17499721133677	0.261336344472971	0.460719832660197	-5.84856050595164
15:422963-423196	-0.574128647123505	4.07813689990364	-1.2841855620752	0.221776129875087	0.419970011032886	-5.72206913149261
3:573633-576549	-0.573697535808742	8.97384961119832	-5.77395231877559	6.78240569990062e-05	0.00716222041909505	1.95760501101713
8:303801-304176	-0.57353818606061	8.11677499874589	-4.8217989689325	0.000345821805428544	0.0177325113291609	0.358682123932518
19:89259-89533	-0.572880487253898	5.53154813123447	-3.41344142042116	0.00470030646738986	0.0564036776086783	-2.19904897807809
6:577045-577260	0.570029304346082	4.11382715345767	1.53847244461956	0.148217356490809	0.342689810958384	-5.39538040042989
16:133853-134026	0.564444717570233	3.95369239792772	2.68269144227329	0.0189789769465291	0.109518030904561	-3.53968613016542
5:672900-673577	0.564153253606065	6.05551060734181	4.18634367728175	0.00109549041247852	0.0312658885291166	-0.775004557582052
2:71537-77707	-0.558869170402287	12.4874828962898	-3.44985368610891	0.00438478332349393	0.0544744845836422	-2.13151356425908
5:699142-699334	-0.556992354214581	3.567218179707	-1.61596343329583	0.130406603580687	0.321976320979593	-5.28771868623163
10:361900-362297	0.554739380765016	4.77335583380757	1.92598231700938	0.0765484883971428	0.241299115663829	-4.82469709004778
6:212604-212774	0.553055051071361	4.1375629758996	2.44824132394035	0.0295235268821976	0.14775755633934	-3.95496011176367
9:92932-93974	0.552816751936874	6.65754171617345	3.38395821208767	0.00497252859472814	0.0579176711172616	-2.25372689873418
13:235158-235200	0.552087669997364	2.97373541682688	1.45646684587265	0.169290803011384	0.369361752024837	-5.50535439032367
10:343502-343569	0.550768095853805	3.15320485983945	3.80124289639009	0.00225056585981181	0.0409758197924356	-1.48087174400024
3:525683-526096	-0.546773155042629	4.70037951465382	-1.08162466873762	0.299325194033147	0.501111245105851	-5.94954300992904
2:996721-998069	0.545987506124224	8.28318444999899	4.36578681672003	0.000787249146453379	0.0277111699551589	-0.450348705482863
17:372640-372996	-0.545558220398244	4.52437377737369	-1.52307662811894	0.151994125934191	0.347415144992437	-5.41634447008737
19:106273-107091	-0.54516835684853	8.46074421387828	-4.90833503085035	0.000296718447122555	0.0164912989558641	0.509290595070792
4:171069-171914	0.544356809792917	6.21015259895036	3.22094624996721	0.00679134626379471	0.0634243225003558	-2.55573124499862
3:63951-67118	-0.542290997078648	9.44920837372454	-5.62845772936485	8.62907426093037e-05	0.00828391129049315	1.72188680204582
4:396190-396408	0.541228518712567	4.15910515558609	1.99876160783693	0.0672708945424706	0.229667600044535	-4.70941582514646
5:399026-399236	-0.53912868981346	3.87719258365211	-0.994788291612331	0.338226370216242	0.533881983480346	-6.03719800455916
16:433413-434352	0.538372846247922	6.35849128518865	2.44277513063881	0.029826951440068	0.14857198453166	-3.96449719971133
19:84372-85045	-0.537651927750742	8.6277617291485	-4.78054824971053	0.000372138966797439	0.0177325113291609	0.286543523870272
16:261488-261636	-0.537513962130962	3.58579003757266	-1.16867209211966	0.263786519336514	0.462721867806243	-5.85561479081359
10:312837-313064	0.536763878853343	4.12779881006094	2.79882162912923	0.0152199963634829	0.0956685485704637	-3.3302217589947
7:284092-284829	0.535283576679768	5.65863353965053	2.98601855148384	0.0106467651893482	0.0808847772658394	-2.98874878265815
4:922606-922815	0.535110688003106	4.14970328091267	2.06915154943362	0.0592933941798746	0.219339801479225	-4.59585086672284
18:202063-203749	-0.528374971270294	9.21063112868606	-4.51047243149494	0.000604734923237161	0.0221401163319456	-0.191011634806951
7:132997-133960	0.5269210607756	6.49412484278448	4.02461489366585	0.00147977600766735	0.0349945659974546	-1.07012132119256
5:809609-810314	0.523832054774737	6.06888246300711	2.33198761041786	0.0366611427757003	0.166734218688217	-4.15612426959613
15:471192-472216	0.517997807645232	7.89899096493921	3.07924590732869	0.0089074256135932	0.0740137534788856	-2.81736617090574
14:321900-323691	0.514663627070155	7.72130154324262	3.93973775028175	0.00173447023435777	0.0359137366172903	-1.22581880010794
8:58157-65315	-0.511954726869513	13.2351609292259	-2.25728463343711	0.0420860398262618	0.180611095088984	-4.28339045243086
3:300860-301771	-0.511613112085917	8.07287678971943	-2.40029081069035	0.0322894590354926	0.155697117541005	-4.03836522624411
19:50057-50621	0.511032442594109	5.6153673753162	2.10488115169533	0.0555885115565909	0.210399527612043	-4.53747244043757
4:144117-144127	0.511017019399699	2.31476495877245	1.30978638337804	0.213230171999163	0.413174539557302	-5.69115579208947
10:149326-152579	-0.50968216195875	8.74037971078383	-3.85017999675045	0.00205229884735372	0.0391446668338499	-1.39062161498048
8:716277-717457	-0.509675909975411	7.31209559186195	-2.12679414184026	0.0534242033799694	0.206585346419781	-4.50143508994262
18:196438-198090	0.509250374593597	6.99143842253165	3.25775508067427	0.00632944654925224	0.0634243225003558	-2.48760534697217
4:660438-661533	0.506135949517268	6.44083051888443	2.93160266832686	0.0118139013685209	0.0870162045760253	-3.08841974353089
7:196606-196859	0.506074447456792	4.67837477268597	1.86848432468542	0.0846880804270617	0.257208057282401	-4.91413434927184
9:185261-185473	0.504328796434903	4.09374649618484	1.60697279888329	0.132373279617922	0.323579127954919	-5.30038948846655
4:811305-811592	0.498522342567626	4.60876380365905	2.25292782917126	0.0424248402206037	0.180611095088984	-4.29076062992758
6:761598-777626	-0.498469502809144	13.3969084378907	-4.04225621543843	0.0014318489611379	0.0349945659974546	-1.03782661461592
2:536058-539654	-0.497803881702964	11.1991065716833	-4.20618129350526	0.00105601582493659	0.0312658885291166	-0.73896130453282
3:0-1071	-0.493675563188099	7.99965618296373	-1.62989789856385	0.127408634810038	0.32051888586568	-5.26798928339494
13:84303-84389	0.490978940258608	3.16033668330636	1.90785690528758	0.0790340914063652	0.24547058977977	-4.85305143538297
2:112719-113262	-0.486678874784565	7.90495558169746	-4.15372686504986	0.00116373138072312	0.0315102650780414	-0.83434378537535
2:703022-703253	-0.484396120591698	5.23302984787858	-1.37652225828889	0.192201583047324	0.392581956862619	-5.60841830664438
15:80914-81114	0.483043673194801	4.23221407120309	1.99682140205447	0.0675041952299473	0.229667600044535	-4.71251795306805
4:753972-754217	0.481962644584158	4.35081158257492	2.65787487378279	0.0198929560138394	0.112940653497927	-3.58416026847315
2:939420-939897	-0.479905185372347	5.0587957713027	-1.44574330674144	0.172224702586372	0.371137480425734	-5.51942182497835
14:62704-64145	0.473865058192162	7.24501282593604	2.99934508995907	0.0103788368811108	0.0800003777113355	-2.96429554800206
17:222570-224219	-0.472660366179039	7.5181355448072	-3.38201588648371	0.00499101143150645	0.0579176711172616	-2.25732872420353
9:481112-481325	-0.469697629228881	4.0797570149548	-0.999921140609947	0.33582975219818	0.533881983480346	-6.03218942769824
3:305320-307187	-0.468361493104222	8.90303946753248	-3.04598187162998	0.00949291332078788	0.0753723042612933	-2.87859779044819
14:269114-269555	0.464993947852101	5.05615115563431	2.51831115226939	0.0258878317057613	0.136007712842209	-3.83207534375688
16:144935-144996	0.463129876079194	3.14389930709352	1.48789833068826	0.160932330141287	0.358532786137552	-5.46369918660733
6:341135-341706	-0.462779151123207	5.13821356439461	-1.343815876569	0.202284923784079	0.402284142214666	-5.64935093827053
1:281965-282302	0.458233167320619	4.47075651209281	1.88078844404322	0.0828829746090616	0.254431456939445	-4.89512160572392
8:343192-343454	0.456260998798223	4.37207549246091	1.64913405519278	0.123368739537503	0.316412908689125	-5.24057336596005
2:351683-352173	-0.455328293079675	6.95867509929444	-4.73495594528391	0.000403665146047734	0.0177325113291609	0.206557969964987
8:74018-74287	0.454540739822947	4.14580002536822	2.77489287980032	0.0159293864639332	0.098080845589419	-3.37355143699244
4:376210-376526	0.454462437020659	4.78092111214565	2.89567004478299	0.0126532090217735	0.0879007222498296	-3.15406522479513
11:451871-452182	0.453574707479187	4.79202838509582	2.06231758031262	0.0600276540033106	0.219339801479225	-4.60696180041619
5:7856-8090	0.453556821414559	4.31689781148426	2.40579552474705	0.0319597312781963	0.155527540229379	-4.02882017922362
5:352961-353221	-0.452249960699457	4.40190886739647	-1.45884536308984	0.168645769884618	0.368716217387487	-5.50222418227717
2:35889-36229	0.451860844622535	6.43492047396921	3.16494616617472	0.00755974368463213	0.0665257444247627	-2.65926335024799
18:179622-179870	0.451606064670559	4.55841707842357	2.85835997356961	0.0135870831118345	0.0912218263025035	-3.22206915278404
5:383715-394700	-0.448383007621821	11.3251243494046	-2.87625550467624	0.0131309562650747	0.0899158372197076	-3.18947241533282
5:791684-791950	-0.448056875011748	5.83989377770243	-3.02462163089606	0.00988893094821574	0.0773534154171542	-2.91787132586695
19:46500-48926	-0.447889446464519	11.2137434034399	-3.22103504110871	0.00679019230708302	0.0634243225003558	-2.5555669748673
14:325281-332462	-0.447588286823303	11.8901053730972	-2.49436491067653	0.0270788546143588	0.139938463522119	-3.8741996146365
15:376634-377346	0.446202192099737	5.7935026965127	1.99210998127407	0.0680738246344124	0.229667600044535	-4.72004443664382
19:110008-110476	-0.44342523182712	7.10875073293797	-2.0072898283261	0.0662541942795266	0.228641925356798	-4.6957620806585
6:452910-458723	-0.440412353561493	10.7065092638268	-4.64792915152839	0.000471793442639857	0.0191620721318342	0.0531550264145757
19:101895-102385	-0.439845322189248	7.45896379729191	-2.5442429088117	0.0246551749873285	0.133303828740557	-3.78631432727434
20:65141-67226	0.437218661645944	7.42160583009911	2.28864696538022	0.0397217242704938	0.174775586790173	-4.2301637720789
8:212709-212928	0.437202881680892	4.46379720783971	2.92568434937198	0.0119482477874277	0.0870162045760253	-3.09924172057687
13:441506-441728	0.435053258827	4.21437926501333	1.92236403051529	0.0770389095225894	0.241379638980018	-4.83036894248717
16:392185-406924	-0.434519562594229	10.9600455116667	-4.07307106949475	0.00135192332126049	0.0346606263157855	-0.981474155389598
1:645523-646447	0.433516791266124	6.82734445920399	2.85598732973693	0.0136487202232912	0.0912218263025035	-3.22638795279719
8:711083-714111	-0.43259698687714	10.4827348737855	-4.74094051207637	0.000399373244962593	0.0177325113291609	0.217072174984724
4:754513-754957	0.431344244088175	4.7864128206388	2.6472967548668	0.0202954701867283	0.114609713995642	-3.60308398280667
15:280323-281805	0.43027362594664	6.7554966909868	2.40781665829598	0.0318394787954027	0.155527540229379	-4.02531360265659
13:301887-309314	-0.430138944162643	11.9581110176363	-2.45114789102812	0.0293633961433261	0.14775755633934	-3.94988591615631
4:242216-242434	0.429747427031287	4.46219654363428	2.25863416602092	0.0419816157678124	0.180611095088984	-4.28110631801627
7:747449-749011	0.42503230175455	7.15315984351928	4.99694138946094	0.000253916308060773	0.0157726836065986	0.662463470023884
2:108884-109345	-0.424899577835489	7.04450033057163	-1.92074138917609	0.0772597708098921	0.241379638980018	-4.83291064307286
11:42527-42909	0.424062349229789	5.26780253060557	1.75197205308595	0.103620949452643	0.28783094229009	-5.09058737957275
2:1-943	-0.423890199325541	8.06769739500105	-1.27658091394354	0.224367000692377	0.420837571458526	-5.73116180075676
8:675953-681471	-0.422242252247308	10.467746912855	-4.94992134714838	0.000275762705325333	0.0161780787124195	0.581312869768949
9:385141-389522	-0.42191775292819	10.6829994709864	-4.73430147846147	0.000404137405601636	0.0177325113291609	0.205407870957187
1:835316-836122	0.421105606184534	6.15046768301855	4.15940119723515	0.00115155218129664	0.0315102650780414	-0.824013765675888
6:424007-424143	0.420432578116	3.71461511499473	1.47222644957511	0.165055321996081	0.363121708391377	-5.48454694065733
10:170337-172670	0.420336601417491	8.93312834736461	3.50058528912902	0.00398054758627157	0.0518945463099108	-2.03742060687398
14:180483-180943	0.419916818228561	6.3879450567625	3.84411878845401	0.00207585354421931	0.0391446668338499	-1.40179267589082
9:377290-381809	-0.417756362586815	10.3903746077655	-4.60724927620606	0.000507637427866962	0.0198542638454634	-0.0188711817056832
10:97527-97872	-0.415212157709195	6.69444166941232	-3.40106949246686	0.00481265660898824	0.0571029817875458	-2.22199420451774
10:7853-8057	-0.414756065182298	3.74914465316993	-0.85779062878022	0.406742780825099	0.594080742117986	-6.16258026316198
6:664592-666846	0.413657653334284	8.03497767210192	3.35299567780388	0.00527556323923301	0.0586420503224217	-2.31113738690227
1:1086403-1086701	0.410114812607499	4.71437314125598	1.62924900707483	0.12754689923869	0.32051888586568	-5.26891047433792
7:492961-493238	0.410104147172218	4.3668157230772	3.55560716394213	0.00358463799288394	0.0498076015853347	-1.93539439507124
4:403439-403554	0.409112462276966	3.43458548421606	2.17194271775975	0.0492109532905362	0.197592268725499	-4.4266446955917
14:8931-25982	-0.408943685745138	13.4717518979147	-3.47001231420833	0.00421940333154084	0.0543376819281357	-2.09412381309285
5:768761-776578	-0.408232032973151	11.0486089771053	-4.31437767945948	0.00086509798598465	0.0285482335374935	-0.543034348717753
19:51168-51392	-0.407421160126475	4.48944243829332	-1.45118759831667	0.170729892236759	0.370968654736661	-5.51228909519955
15:265922-276081	-0.406644806573984	10.8703413115751	-3.91486546099074	0.00181731944364933	0.0362092326885602	-1.27153816160856
5:395066-395861	-0.405684403136667	5.66823416399838	-1.44540212811585	0.172318742150022	0.371137480425734	-5.51986817702034
16:423801-424103	0.40390761624219	4.46587822731353	1.61131181935253	0.131420941678017	0.322745382353455	-5.29428014430213
1:980681-986077	-0.403544387737696	11.4746304961934	-3.45966769891237	0.00430346616343218	0.0544744845836422	-2.11331069167444
1:505886-506095	0.402935949925992	4.0931652353881	2.15571109008444	0.0506884958833743	0.200579411001315	-4.45361532060607
20:130695-133860	-0.40141896668089	8.26345984136732	-4.06260285441365	0.00137854763755965	0.0346606263157855	-1.0006094151462
10:7533-7751	0.399002766993665	4.11073224381637	1.69217469644739	0.11473314318027	0.307530991344229	-5.17848922071085
16:174899-175442	-0.398832882732544	6.94152902205663	-2.46018235784994	0.0288709787471486	0.147283833608642	-3.93410066627268
8:295668-296835	0.398572414522865	6.38438479224465	3.28016163131175	0.00606386232950604	0.0634243225003558	-2.44611143427305
7:478643-479040	0.398310987153971	4.99431049150102	1.80665957930192	0.0943071690199829	0.273594424409621	-5.00859067143754
5:668850-672117	0.39790826596187	9.50051398990055	3.2266100634643	0.00671813016630628	0.0634243225003558	-2.54525211420796
16:71659-73086	0.397905378631654	6.87294614738516	2.71507515599144	0.0178478019692046	0.105883589210562	-3.48149118124221
9:582337-583013	-0.397535169295695	5.56833963628781	-1.56599960864302	0.141664591029904	0.336969392635847	-5.35754110667775
13:547216-548447	-0.397485813129393	8.43213140535306	-3.06340411853915	0.00918163040315721	0.0740137534788856	-2.84653779382968
7:528580-528729	0.397209369051044	3.96465273780142	1.68927396591795	0.115297982384227	0.308239669361377	-5.18270509810046
12:534156-534511	-0.397205499011358	4.57262300528739	-1.56422951259925	0.142078342982338	0.336969392635847	-5.35998792147028
18:79962-80661	0.396933162589179	5.59855827305417	2.86856644210776	0.0133250548103948	0.0902003710242111	-3.20348286629909
2:548084-548550	-0.396237153399498	6.5846934495745	-1.7969523045902	0.0959036177550444	0.276572510879631	-5.02325422182514
5:758579-760015	0.394977634374407	7.21906582520906	3.24338455792372	0.00650590039340015	0.0634243225003558	-2.5142085251687
1:441873-442949	0.3948828182939	6.79215297943446	2.34931880103427	0.035501234411352	0.16505004757558	-4.12636570251538
11:334768-340748	-0.393838589339726	11.2261798711599	-3.33435280736251	0.00546693650086406	0.0591636923376448	-2.34569729166387
3:410244-412842	-0.393105210493024	9.96893660316367	-4.19273221699159	0.00108261457017594	0.0312658885291166	-0.763393198529386
1:665787-666999	0.392361412228299	6.50823962194034	3.23745904928785	0.00658008963639869	0.0634243225003558	-2.52517578304399
20:5002-5646	0.390928142777647	5.91510194107834	2.81336179389557	0.0148042135622489	0.0956685485704637	-3.30385314241289
1:1066246-1066683	0.388709174087984	5.25009581703895	3.25607657851167	0.00634980619970858	0.0634243225003558	-2.49071302781874
2:1005782-1006457	0.38705825125917	5.47790794048729	1.97276644025677	0.0704591614291918	0.232515232716333	-4.75084920782545
13:287283-287365	0.387009560008874	3.17557127457605	1.21137093349275	0.247587315618556	0.445942661126905	-5.80740491413669
15:373168-373660	0.386619866985924	5.13455081007401	3.9916717172956	0.00157373426566641	0.0349945659974546	-1.13049061087938
17:355753-357964	0.386476697136739	7.90722881489565	3.51958790525109	0.00383903543828882	0.0511616732757991	-2.0021802570961
6:756255-756444	0.384194432314301	3.83173314205682	1.28664862514167	0.220942137825776	0.419631110690682	-5.7191152305876
4:93880-94056	0.384147295627915	3.93617661875438	1.48890546255098	0.16067037506687	0.358532786137552	-5.46235415013012
14:458764-462736	-0.383970768776427	9.23680637393656	-4.06957155968463	0.0013607644629141	0.0346606263157855	-0.987870071509105
6:0-4254	-0.38319243666427	9.62856337548659	-3.75295069272147	0.00246543679711732	0.0431229766924421	-1.57005136178862
1:214320-214801	0.382232852932637	5.32188768543547	2.02060418244508	0.064695194121496	0.225315324751881	-4.67438665357005
20:147156-147949	0.381913675821421	5.67719832710663	2.69502432099606	0.0185401523351499	0.108167960585184	-3.51754427614713
10:32271-32506	0.380717587425323	4.27726778547364	1.67633562032365	0.117847274746787	0.312452844073048	-5.20145408714651
14:374316-374861	0.380520666737485	5.47636081166921	2.05673062677448	0.0606341876102232	0.220033340606171	-4.61603193574941
7:720947-723979	0.380015902489665	8.59036966125005	4.00568692593885	0.00153303411299783	0.0349945659974546	-1.10479755333524
2:515738-516151	-0.379271452648822	6.47240225529212	-1.64079721419794	0.125105671471798	0.31742814326896	-5.25248073921093
6:734798-735031	0.378427611528306	4.26214510897912	1.22282139721232	0.243378339422835	0.440836237445135	-5.794243643683
6:720821-722488	0.378261787837385	7.83235679403648	2.25491372549154	0.0422700912043023	0.180611095088984	-4.28740192844206
16:419773-421141	0.378064314398003	6.81443138491074	3.04651480610093	0.00948323731583177	0.0753723042612933	-2.87761744911232
1:746000-746217	0.376828197585608	4.10428799102764	1.82836587553817	0.0908233506813296	0.268653944872504	-4.97563551889022
4:382011-384121	-0.376449951830139	7.17723560417028	-2.89964461367389	0.0125575439853652	0.0879007222498296	-3.14681119076292
3:112197-115595	-0.374692945989523	10.1546673331811	-4.33909922227197	0.000826714736113591	0.0281616374624501	-0.498429877344706
16:130735-131333	0.374671170935208	5.31836016886315	1.38639118297751	0.189241462520472	0.391841145924742	-5.59592450797371
8:66133-67895	0.373071964552459	7.46642915512705	2.91566117167249	0.0121792338112241	0.087203504371731	-3.11756100354081
1:351372-351553	-0.372888147261694	3.87171250842989	-1.67225784838495	0.11866093168497	0.312483650522016	-5.20734433780419
16:293089-294600	0.372818709517692	6.78656123381467	3.68227239455477	0.00281829142137757	0.0435788588188522	-1.70075349144417
5:686033-686225	0.371064572702339	4.28672677348241	1.908730340854	0.0789126484254441	0.24547058977977	-4.85168843149726
10:538826-540897	0.370508385334045	8.60932995589412	3.33209628064081	0.00549056993284961	0.0591636923376448	-2.34987995161941
1:974444-974949	0.36951725683688	4.96620535741233	2.00750002630383	0.0662293150407208	0.228641925356798	-4.69542517759508
9:178725-178990	-0.369282801582129	4.39152967473098	-0.916334229637367	0.37638951348699	0.568192806236343	-6.1109820413473
7:174845-180974	-0.368508874470733	10.7411522909712	-4.24000938603941	0.000992050348671247	0.0308119167116717	-0.677582762781008
18:161090-162572	0.368015872973624	7.56949391934805	2.33886995884206	0.0361962753307132	0.166188116301013	-4.14431705991375
4:505548-505785	0.367826883473242	4.36852829212986	2.10817984502787	0.0552575590270552	0.210238686333363	-4.53205873525088
13:409968-410071	0.367518774277008	3.26400947094619	1.24636157261554	0.234902538898966	0.432155193514473	-5.76688144182125
2:192236-212094	-0.367416582777674	13.8658019577579	-2.25085065450808	0.0425872752624594	0.180611095088984	-4.29427238717567
2:978950-982070	-0.366360688012836	11.1465528447623	-1.90135757873449	0.0799431154524884	0.246841900344526	-4.86318296360646
18:135726-136000	0.365183114228356	7.13804150806389	2.03032110136958	0.0635788724934582	0.223291181487802	-4.65874173129432
2:19301-19581	-0.364484989740413	7.64325554595894	-3.9474905021447	0.00170944532993481	0.0359137366172903	-1.21157632431037
3:601911-602099	-0.363845838417111	3.94415740455463	-1.14149564709722	0.274516030485142	0.474449964308199	-5.88557462398844
11:540652-540857	0.363709892355408	4.01473260417807	1.56373255255071	0.142194691769522	0.336969392635847	-5.3606745381603
12:156377-157023	0.363119428241774	5.77400170335852	2.98625982823517	0.0106418538150909	0.0808847772658394	-2.98830620306569
4:641756-642855	0.362802138617822	6.62310410169971	3.89130730466237	0.00189953136652779	0.0371463911676545	-1.31487844886373
16:320830-321048	0.359647076024244	4.00090548814765	1.66707828078343	0.119701539548617	0.312883232087474	-5.21481299906481
7:618090-619769	0.359136476396268	7.23542829703764	2.15542745547188	0.0507146806224915	0.200579411001315	-4.45408579769586
2:912462-930561	-0.358851095682796	13.5534193216633	-3.02803339274774	0.00982459112399137	0.0773534154171542	-2.91160089149363
